account_id,district_id,open_date,statement_frequency,name,region,population,num_cities,urban_ratio,avg_salary,entrepreneur_1000,municipality_population.500,municipality_population_500.1999,municipality_population_2000.9999,municipality_population_..10000,unemployment_rate_for_95,unemployment_rate_for_96,crimes_committed_in_95,crimes_committed_in_96,num_customers,credit_cards,loan_id,loan_granted_date,loan_amount,loan_payments,loan_term,loan_status,loan,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
563,53,1993-07-27,monthly,Blansko,south Moravia,107911,7,50.9,8240,99,88,33,6,2,2.5,3.56,1850,1903,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7700,15,NA,48083,500
564,5,1997-12-23,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616,3040,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,20320,15,NA,58234,1100
565,39,1995-11-25,monthly,Most,north Bohemia,119895,4,89.9,10446,90,17,4,3,2,7.3,9.4,4947,4743,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3760,15,NA,47049,700
566,8,1997-11-13,monthly,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,127,95,19,7,1,1.2,1.44,5179,4987,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,64500,15,NA,121076,700
567,15,1996-06-19,monthly,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,124,22,16,7,1,3.1,3.6,1845,1879,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,23800,15,NA,65380,900
568,18,1995-03-28,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740,1910,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,28300,15,NA,65405,200
569,76,1996-10-01,monthly,Sumperk,north Moravia,127369,7,51.2,8369,107,31,32,13,2,4.7,5.88,3736,2807,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8520,15,NA,36866,300
570,3,1996-11-14,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824,2813,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12400,15,NA,42973,800
571,72,1996-07-16,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3650,15,NA,28723,200
572,32,1994-03-27,monthly,Ceska Lipa,north Bohemia,105058,10,81,9272,118,32,19,7,2,2.8,3.22,4340,4505,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,29120,15,NA,80871,700
574,70,1993-07-30,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,75900,15,NA,142918,900
575,38,1994-04-26,monthly,Louny,north Bohemia,85852,4,59.8,8965,104,41,23,4,2,7,8.23,2653,2822,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22200,15,NA,43106,200
576,55,1993-01-01,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659,3894,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12500,15,NA,44854,900
577,29,1994-09-20,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818,888,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,13000,15,NA,88795,400
579,1,1997-12-16,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10500,15,NA,33897,900
580,75,1996-05-20,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063,4505,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,19040,15,NA,38639,500
581,26,1996-10-13,monthly,Plzen - mesto,west Bohemia,170449,1,100,10787,131,0,0,0,1,2.6,3.09,6041,6261,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12350,15,NA,55554,500
582,12,1994-08-05,monthly,Pribram,central Bohemia,107870,6,58,8754,137,84,29,6,1,3.8,4.31,3804,3868,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7650,15,NA,27555,1100
584,31,1996-07-14,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328,1452,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6000,15,NA,25068,200
585,4,1997-09-04,monthly,Kladno,central Bohemia,149893,6,67.4,9753,109,63,29,6,2,4.6,5.05,5244,5892,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4500,600,NA,28704,400
586,54,1995-03-16,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,33500,15,NA,101460,900
587,19,1996-06-21,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999,1099,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4300,600,NA,33900,400
588,66,1993-03-14,monthly,Zdar nad Sazavou,south Moravia,125832,5,48.3,8512,102,151,41,2,3,3.5,4.12,2247,2103,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8600,15,NA,40269,1000
589,1,1997-04-26,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,27200,15,3,76603,700
590,50,1996-02-24,monthly,Svitavy,east Bohemia,102609,6,52,8187,94,75,33,2,3,4.8,5.45,2123,2134,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,17800,15,NA,61596,1100
591,1,1997-08-12,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3600,15,NA,26347,700
592,23,1996-12-27,monthly,Cheb,west Bohemia,87419,9,85.5,8624,102,21,11,4,3,1.7,2.66,2879,3198,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8200,15,NA,28902,300
593,48,1996-07-16,monthly,Rychnov nad Kneznou,east Bohemia,78955,9,59,9060,124,50,24,8,1,1.7,2.44,1655,1717,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22400,15,NA,76642,800
594,54,1994-12-09,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6330,15,NA,28280,500
595,20,1996-12-21,monthly,Strakonice,south Bohemia,70646,4,58.4,8547,120,94,14,3,1,2.6,3.64,1563,1542,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,65700,15,NA,127630,200
596,31,1994-10-13,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328,1452,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,62300,15,NA,123380,700
597,41,1993-12-05,monthly,Usti nad Labem,north Bohemia,118650,3,85.6,9832,114,8,8,5,1,3.3,4.48,6445,5471,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,25300,15,NA,69223,300
598,1,1997-02-08,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,12600,15,4,74408,1100
599,54,1996-12-04,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12900,15,NA,40470,600
600,46,1997-03-13,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854,2618,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,18600,15,1,61922,200
601,29,1993-08-04,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818,888,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5790,15,NA,27251,300
602,43,1995-10-27,monthly,Hradec Kralove,east Bohemia,161854,6,76.3,9425,125,73,21,6,1,1.7,2.5,4085,3891,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7200,15,NA,28913,700
603,62,1996-06-11,monthly,Uherske Hradiste,south Moravia,145688,5,40.7,8544,109,22,41,13,2,1.2,1.86,2719,2906,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,27520,15,17,72799,500
604,12,1993-11-26,monthly,Pribram,central Bohemia,107870,6,58,8754,137,84,29,6,1,3.8,4.31,3804,3868,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22200,15,NA,59170,800
605,65,1997-02-04,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157,2718,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10400,15,NA,41927,600
606,75,1997-11-04,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063,4505,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,22500,15,NA,79309,600
607,16,1995-02-17,monthly,Jindrichuv Hradec,south Bohemia,93931,8,56.9,8427,107,74,21,10,1,1.1,1.54,1874,1913,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6700,15,NA,23404,600
608,32,1995-03-27,monthly,Ceska Lipa,north Bohemia,105058,10,81,9272,118,32,19,7,2,2.8,3.22,4340,4505,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6100,15,NA,26733,600
609,63,1994-05-15,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562,1460,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4680,15,NA,28037,700
610,74,1994-08-11,monthly,Ostrava - mesto,north Moravia,323870,1,100,10673,100,0,0,0,1,4.7,5.44,18782,18347,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,57800,15,NA,116945,800
611,46,1997-07-21,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854,2618,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,2700,15,NA,18135,1000
612,1,1996-05-27,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4500,15,NA,20978,300
614,25,1997-06-07,monthly,Klatovy,west Bohemia,88757,10,61.7,8554,113,60,33,3,2,2.4,2.68,1822,2218,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3760,15,NA,42106,200
615,72,1996-04-09,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,2300,15,NA,27949,800
616,43,1993-10-14,monthly,Hradec Kralove,east Bohemia,161854,6,76.3,9425,125,73,21,6,1,1.7,2.5,4085,3891,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9500,15,NA,37881,1100
617,74,1996-08-23,monthly,Ostrava - mesto,north Moravia,323870,1,100,10673,100,0,0,0,1,4.7,5.44,18782,18347,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,34500,15,NA,84237,200
618,1,1996-10-02,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,32400,15,12,82650,700
620,26,1996-02-18,monthly,Plzen - mesto,west Bohemia,170449,1,100,10787,131,0,0,0,1,2.6,3.09,6041,6261,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4700,100,NA,25700,1000
621,52,1996-06-01,monthly,Usti nad Orlici,east Bohemia,139012,10,61.9,8363,108,59,41,8,3,2.5,3.49,2564,2799,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,41500,15,NA,80505,400
622,24,1997-06-22,monthly,Karlovy Vary,west Bohemia,122603,8,80,8991,128,25,21,6,2,1.3,2.01,5198,5273,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,29500,11,NA,66403,700
623,1,1993-03-24,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3900,15,NA,28797,200
624,70,1993-10-11,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,63800,15,NA,146488,900
625,70,1995-07-12,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,62900,15,NA,145041,917
626,72,1993-11-11,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,30080,15,NA,49003,200
627,63,1993-02-05,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562,1460,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24100,15,NA,102114,600
628,72,1994-01-03,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5760,15,NA,49638,700
629,31,1994-07-25,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328,1452,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9800,15,NA,27803,500
630,71,1993-06-29,monthly,Novy Jicin,north Moravia,161227,10,69.7,8678,102,5,35,11,4,5.9,5.57,4980,4595,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7400,15,NA,32450,400
631,68,1996-03-25,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4,4.72,5623,5887,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5600,15,NA,42908,500
632,29,1996-05-14,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818,888,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3960,15,NA,22332,400
633,57,1995-12-06,monthly,Hodonin,south Moravia,161954,8,48,8720,116,21,37,20,3,3.7,4.5,3729,3651,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11950,15,NA,29795,700
635,21,1994-08-21,monthly,Tabor,south Bohemia,103347,7,67,9104,123,87,16,7,1,1.5,2.07,2299,2354,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,58100,0,NA,145877,-1626
636,75,1997-04-24,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063,4505,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4000,15,NA,25197,1000
637,49,1996-08-27,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660,2123,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6400,15,NA,26872,800
638,65,1995-06-28,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157,2718,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,23800,15,NA,59771,1000
639,1,1997-11-03,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5300,15,NA,29472,500
640,32,1993-06-02,monthly,Ceska Lipa,north Bohemia,105058,10,81,9272,118,32,19,7,2,2.8,3.22,4340,4505,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4300,15,NA,38909,1100
641,40,1997-06-22,monthly,Teplice,north Bohemia,128118,8,85.3,9317,97,9,16,6,3,6.4,7.07,6949,6872,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,30300,15,1,83442,800
643,64,1997-10-28,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484,4265,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10880,15,NA,44255,1100
644,4,1997-11-06,monthly,Kladno,central Bohemia,149893,6,67.4,9753,109,63,29,6,2,4.6,5.05,5244,5892,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,1500,15,NA,16920,300
645,70,1997-08-21,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,56200,15,NA,131915,900
646,51,1996-01-06,monthly,Trutnov,east Bohemia,121947,11,70.5,8541,131,37,28,7,3,2.5,2.97,3496,3839,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9600,15,NA,45058,400
647,1,1997-04-28,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12000,15,NA,62078,1100
648,13,1993-11-09,monthly,Rakovnik,central Bohemia,53921,2,41.3,8598,123,61,22,1,1,2.7,3.26,1597,1875,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,54100,15,37,129112,1100
650,3,1995-01-28,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824,2813,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9300,15,NA,36187,1100
651,72,1993-11-28,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,64000,15,NA,120861,1100
652,21,1993-01-05,monthly,Tabor,south Bohemia,103347,7,67,9104,123,87,16,7,1,1.5,2.07,2299,2354,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,37600,15,NA,77207,700
653,27,1997-08-19,monthly,Plzen - jih,west Bohemia,67298,7,43.8,8561,110,71,19,10,0,0.6,1.29,1029,1127,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18200,15,NA,57524,500
654,63,1994-10-16,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562,1460,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11500,15,NA,47472,200
655,53,1993-03-24,monthly,Blansko,south Moravia,107911,7,50.9,8240,99,88,33,6,2,2.5,3.56,1850,1903,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,27500,15,76,103584,1000
656,3,1996-08-18,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824,2813,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,15360,15,NA,59190,500
657,47,1993-08-08,monthly,Pardubice,east Bohemia,162580,6,72.8,9538,111,83,26,5,1,1.5,1.81,6079,5410,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,16960,15,NA,65370,500
658,4,1996-01-10,monthly,Kladno,central Bohemia,149893,6,67.4,9753,109,63,29,6,2,4.6,5.05,5244,5892,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3680,15,NA,30594,600
659,63,1996-12-14,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562,1460,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5600,15,NA,42225,900
660,68,1996-01-20,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4,4.72,5623,5887,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,41120,15,6,83650,1100
662,21,1994-07-18,monthly,Tabor,south Bohemia,103347,7,67,9104,123,87,16,7,1,1.5,2.07,2299,2354,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,14720,15,NA,37700,200
664,1,1996-12-08,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7000,15,NA,34439,200
665,8,1995-09-03,monthly,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,127,95,19,7,1,1.2,1.44,5179,4987,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,28400,15,22,102021,1100
666,27,1996-03-15,monthly,Plzen - jih,west Bohemia,67298,7,43.8,8561,110,71,19,10,0,0.6,1.29,1029,1127,2,1,5103,1997-11-28,12540,1045,12,A,TRUE,FALSE,20160,15,76,85808,200
669,35,1996-06-07,monthly,Jablonec n. Nisou,north Bohemia,88768,7,80.5,8867,130,10,18,5,1,1,1.21,3384,3620,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,2250,15,NA,21952,700
671,60,1997-10-29,monthly,Prostejov,south Moravia,110643,4,51.9,8441,115,49,41,4,1,3.4,4.48,1879,2252,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24500,15,NA,50215,300
672,53,1997-06-23,monthly,Blansko,south Moravia,107911,7,50.9,8240,99,88,33,6,2,2.5,3.56,1850,1903,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3300,700,NA,37000,400
673,31,1997-12-08,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328,1452,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,30880,15,1,55351,900
674,49,1995-09-02,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660,2123,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8000,15,NA,35278,300
675,58,1995-08-03,monthly,Jihlava,south Moravia,109164,4,63.6,8757,96,98,16,6,1,3.3,3.95,2212,2471,2,1,5110,1997-04-01,102240,1704,60,C,TRUE,FALSE,14560,15,8,69589,900
676,39,1995-09-22,monthly,Most,north Bohemia,119895,4,89.9,10446,90,17,4,3,2,7.3,9.4,4947,4743,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6300,15,NA,54212,500
677,70,1997-09-13,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,32000,15,NA,77967,400
678,17,1993-10-08,monthly,Pelhrimov,south Bohemia,74062,7,61.4,8114,119,99,15,4,2,2.3,2.62,1003,1181,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11800,15,NA,43762,700
679,22,1997-07-12,monthly,Domazlice,west Bohemia,58400,6,52.4,8620,100,65,16,4,1,1.1,1.25,1089,1117,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24300,15,NA,68659,800
680,17,1997-07-18,monthly,Pelhrimov,south Bohemia,74062,7,61.4,8114,119,99,15,4,2,2.3,2.62,1003,1181,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,31520,15,1,67610,300
682,54,1997-06-08,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,1477,15,NA,21325,800
683,74,1996-07-22,monthly,Ostrava - mesto,north Moravia,323870,1,100,10673,100,0,0,0,1,4.7,5.44,18782,18347,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,26200,15,11,83249,700
684,49,1996-05-12,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660,2123,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,2800,15,NA,18726,200
686,41,1993-04-04,monthly,Usti nad Labem,north Bohemia,118650,3,85.6,9832,114,8,8,5,1,3.3,4.48,6445,5471,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12600,15,NA,46101,1100
687,27,1996-06-02,monthly,Plzen - jih,west Bohemia,67298,7,43.8,8561,110,71,19,10,0,0.6,1.29,1029,1127,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,17920,15,NA,45512,1100
688,74,1993-11-25,monthly,Ostrava - mesto,north Moravia,323870,1,100,10673,100,0,0,0,1,4.7,5.44,18782,18347,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8250,15,NA,37504,400
689,1,1996-04-24,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,59700,15,NA,143234,400
690,10,1996-07-11,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810,4316,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,46200,15,NA,69252,500
691,24,1996-02-21,monthly,Karlovy Vary,west Bohemia,122603,8,80,8991,128,25,21,6,2,1.3,2.01,5198,5273,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9100,15,NA,31228,1100
692,69,1996-10-02,monthly,Jesenik,north Moravia,42821,3,48.4,8173,124,4,13,5,1,NA,7.01,NA,1358,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,32640,15,NA,61722,800
693,2,1994-06-06,monthly,Benesov,central Bohemia,88884,5,46.7,8507,132,80,26,6,2,1.6,1.85,2159,2674,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,38240,15,NA,67731,200
694,67,1996-09-04,monthly,Bruntal,north Moravia,106054,6,63.1,8110,109,38,25,6,2,5.7,6.55,3244,3079,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5900,15,NA,42524,500
695,5,1996-04-21,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616,3040,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24400,15,NA,74069,900
696,54,1997-11-09,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,10400,15,8,60447,700
697,28,1993-02-23,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580,1525,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,42560,15,NA,101510,200
698,71,1996-09-29,monthly,Novy Jicin,north Moravia,161227,10,69.7,8678,102,5,35,11,4,5.9,5.57,4980,4595,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22080,15,NA,55411,800
699,1,1993-09-17,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,73800,15,NA,168651,1000
700,20,1994-06-01,monthly,Strakonice,south Bohemia,70646,4,58.4,8547,120,94,14,3,1,2.6,3.64,1563,1542,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9700,15,NA,53122,300
701,69,1993-06-08,monthly,Jesenik,north Moravia,42821,3,48.4,8173,124,4,13,5,1,NA,7.01,NA,1358,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,36900,15,NA,92897,1100
702,12,1993-06-23,monthly,Pribram,central Bohemia,107870,6,58,8754,137,84,29,6,1,3.8,4.31,3804,3868,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5000,15,NA,23374,800
703,54,1997-12-21,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3900,15,NA,38836,300
704,55,1993-01-01,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659,3894,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,37800,15,NA,82977,1000
705,35,1997-07-14,monthly,Jablonec n. Nisou,north Bohemia,88768,7,80.5,8867,130,10,18,5,1,1,1.21,3384,3620,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8200,15,NA,35265,600
