,account_id,district_id,date,statement_frequency,name,region,population,num_cities,urban_ratio,avg_salary,entrepreneur_1000,municipality_population<500,municipality_population_500-1999,municipality_population_2000-9999,municipality_population_>=10000,unemployment_rate_for_95,unemployment_rate_for_96,crimes_committed_in_95,crimes_committed_in_96,num_customers,credit_cards,loan_id,loan_granted_date,loan_amount,loan_payments,loan_term,loan_status,loan,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
335,382,14,1996-08-16,monthly,Ceske Budejovice,south Bohemia,177686,9,74.8,10045,135,69,27,10,1,1.4,1.71,6604.0,6295,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,7680,14,NA,29654,700
336,383,38,1997-05-15,monthly,Louny,north Bohemia,85852,4,59.8,8965,104,41,23,4,2,7.0,8.23,2653.0,2822,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,2800,15,NA,18876,600
337,385,5,1993-04-07,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616.0,3040,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5850,15,NA,31948,1000
338,386,1,1997-08-11,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,16200,15,2.0,82241,17757
339,387,72,1997-09-19,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672.0,9208,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,45800,15,NA,120922,200
340,388,59,1995-02-11,monthly,Kromeriz,south Moravia,108871,6,62.1,8444,106,41,29,7,2,3.2,3.47,2595.0,2305,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,20300,15,NA,106060,400
341,389,30,1993-08-28,monthly,Sokolov,west Bohemia,94812,10,81.8,9650,100,15,13,8,2,3.3,3.67,2985.0,2804,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6000,15,NA,37757,300
342,390,44,1996-02-16,monthly,Chrudim,east Bohemia,105606,7,53.0,8254,97,77,26,7,2,2.7,3.76,2166.0,2325,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,80400,15,1.0,179943,400
343,391,36,1993-12-11,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796.0,6132,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,27800,15,NA,85897,1100
344,392,1,1996-07-14,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,42080,15,24.0,64633,300
345,393,46,1995-02-04,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854.0,2618,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,31700,15,24.0,83714,500
346,395,1,1993-03-12,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,28160,15,NA,78517,400
347,396,21,1993-03-08,monthly,Tabor,south Bohemia,103347,7,67.0,9104,123,87,16,7,1,1.5,2.07,2299.0,2354,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,24800,15,NA,82778,1000
348,397,11,1993-10-26,monthly,Praha - zapad,central Bohemia,75637,7,36.5,9622,154,35,36,9,0,0.4,0.59,3475.0,3529,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,57500,15,NA,129548,400
349,398,69,1997-10-24,monthly,Jesenik,north Moravia,42821,3,48.4,8173,124,4,13,5,1,NA,7.01,NA,1358,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,9100,15,NA,27530,300
350,399,1,1996-08-27,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,64600,15,14.0,154254,800
351,400,28,1993-07-17,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580.0,1525,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,20300,15,NA,78899,600
352,401,32,1993-01-18,monthly,Ceska Lipa,north Bohemia,105058,10,81.0,9272,118,32,19,7,2,2.8,3.22,4340.0,4505,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,60900,15,NA,83581,300
353,402,68,1997-09-14,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4.0,4.72,5623.0,5887,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,23000,15,NA,67638,800
354,403,1,1993-07-29,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,13050,15,25.0,79050,600
355,404,41,1995-04-28,monthly,Usti nad Labem,north Bohemia,118650,3,85.6,9832,114,8,8,5,1,3.3,4.48,6445.0,5471,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,48400,15,16.0,124186,300
356,405,55,1997-03-13,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659.0,3894,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,39800,0,12.0,117964,-1893
357,406,63,1996-09-03,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562.0,1460,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6000,15,NA,23617,700
358,408,41,1993-07-21,monthly,Usti nad Labem,north Bohemia,118650,3,85.6,9832,114,8,8,5,1,3.3,4.48,6445.0,5471,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,20000,15,33.0,101097,400
359,409,1,1996-06-11,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,12800,15,NA,48825,600
360,410,49,1996-10-15,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660.0,2123,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,7150,15,NA,30371,200
361,411,70,1993-02-05,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878.0,10108,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,32640,15,27.0,87683,400
362,412,74,1996-01-21,monthly,Ostrava - mesto,north Moravia,323870,1,100.0,10673,100,0,0,0,1,4.7,5.44,18782.0,18347,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,38600,15,NA,124911,700
363,413,18,1996-07-09,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740.0,1910,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,16800,15,NA,30344,200
364,414,1,1996-01-29,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,23840,15,NA,65464,900
365,415,25,1993-03-03,monthly,Klatovy,west Bohemia,88757,10,61.7,8554,113,60,33,3,2,2.4,2.68,1822.0,2218,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,17600,15,NA,55739,400
366,416,6,1996-08-11,monthly,Kutna Hora,central Bohemia,77963,4,51.5,8546,126,60,23,4,2,2.9,4.02,2640.0,3120,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5600,15,NA,29241,500
367,417,73,1996-01-27,monthly,Opava,north Moravia,182027,7,56.4,8746,90,17,49,12,2,3.3,3.74,4355.0,4433,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,61000,15,NA,142889,-1428
368,418,36,1995-08-27,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796.0,6132,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,30240,15,13.0,82569,700
369,419,13,1993-10-25,monthly,Rakovnik,central Bohemia,53921,2,41.3,8598,123,61,22,1,1,2.7,3.26,1597.0,1875,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,16100,15,NA,36791,800
370,420,75,1995-08-26,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063.0,4505,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,13100,15,NA,83571,500
371,421,75,1997-11-27,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063.0,4505,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,10500,15,NA,35492,900
372,423,12,1993-03-28,monthly,Pribram,central Bohemia,107870,6,58.0,8754,137,84,29,6,1,3.8,4.31,3804.0,3868,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5430,15,NA,24758,500
373,424,12,1997-02-17,monthly,Pribram,central Bohemia,107870,6,58.0,8754,137,84,29,6,1,3.8,4.31,3804.0,3868,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,24900,15,12.0,85964,1000
374,425,9,1993-03-19,monthly,Nymburk,central Bohemia,81344,6,55.3,8899,149,61,23,4,2,3.3,3.97,2987.0,2487,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,8160,15,NA,55872,400
375,426,1,1993-11-29,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,5060.0,1994-07-19,252060.0,4201.0,60.0,D,True,True,41700,4,NA,110028,-821
376,427,8,1994-07-24,monthly,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,127,95,19,7,1,1.2,1.44,5179.0,4987,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,32960,15,11.0,97758,700
377,428,1,1993-02-27,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,13100,15,NA,60774,200
378,429,63,1995-09-03,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562.0,1460,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,21700,15,NA,83196,700
379,430,54,1995-09-02,monthly,Brno - mesto,south Moravia,387570,1,100.0,9897,140,0,0,0,1,1.6,1.96,18721.0,18696,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,3800,100,NA,64437,900
380,431,18,1996-11-05,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740.0,1910,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,19100,15,4.0,66753,300
381,432,46,1993-06-16,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854.0,2618,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,25000,15,NA,43330,500
382,433,20,1993-06-12,monthly,Strakonice,south Bohemia,70646,4,58.4,8547,120,94,14,3,1,2.6,3.64,1563.0,1542,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,22400,15,NA,66578,500
383,434,1,1996-12-24,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,12400,15,NA,38917,400
384,435,38,1993-01-08,monthly,Louny,north Bohemia,85852,4,59.8,8965,104,41,23,4,2,7.0,8.23,2653.0,2822,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,12150,15,NA,34393,400
385,436,30,1996-08-07,monthly,Sokolov,west Bohemia,94812,10,81.8,9650,100,15,13,8,2,3.3,3.67,2985.0,2804,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,10300,15,NA,39908,500
386,437,43,1993-12-03,monthly,Hradec Kralove,east Bohemia,161854,6,76.3,9425,125,73,21,6,1,1.7,2.5,4085.0,3891,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,60800,15,NA,146213,700
387,438,37,1997-06-23,monthly,Litomerice,north Bohemia,114006,9,62.3,9065,123,71,26,6,2,4.4,5.39,4147.0,4166,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,21200,800,NA,63195,900
388,439,69,1996-04-15,monthly,Jesenik,north Moravia,42821,3,48.4,8173,124,4,13,5,1,NA,7.01,NA,1358,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,23800,15,NA,69888,300
389,440,29,1996-12-22,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818.0,888,1,0.0,5061.0,1998-03-13,84288.0,1756.0,48.0,C,True,False,18700,15,NA,73640,500
390,442,54,1997-03-30,monthly,Brno - mesto,south Moravia,387570,1,100.0,9897,140,0,0,0,1,1.6,1.96,18721.0,18696,1,0.0,5063.0,1997-07-10,357840.0,7455.0,48.0,D,True,True,47600,1,NA,94705,-543
391,443,64,1993-01-28,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484.0,4265,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,7230,15,NA,28823,500
392,444,26,1996-05-09,monthly,Plzen - mesto,west Bohemia,170449,1,100.0,10787,131,0,0,0,1,2.6,3.09,6041.0,6261,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,17500,15,NA,50141,1100
393,446,50,1993-06-15,monthly,Svitavy,east Bohemia,102609,6,52.0,8187,94,75,33,2,3,4.8,5.45,2123.0,2134,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,30560,15,31.0,90601,1100
394,447,5,1996-08-14,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616.0,3040,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,20800,15,NA,84666,1100
395,449,19,1994-11-22,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999.0,1099,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,12600,15,NA,29835,900
396,450,59,1996-05-28,monthly,Kromeriz,south Moravia,108871,6,62.1,8444,106,41,29,7,2,3.2,3.47,2595.0,2305,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6200,15,NA,25089,1100
397,451,11,1994-05-05,monthly,Praha - zapad,central Bohemia,75637,7,36.5,9622,154,35,36,9,0,0.4,0.59,3475.0,3529,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4300,100,NA,31069,700
398,452,63,1995-11-29,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562.0,1460,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,63700,15,NA,144004,800
399,453,75,1997-04-24,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063.0,4505,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,22900,15,NA,95991,1100
400,454,7,1995-05-07,monthly,Melnik,central Bohemia,94725,6,63.4,9920,130,38,28,1,3,2.2,2.87,4289.0,4846,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,14080,15,NA,48659,700
401,455,54,1995-04-23,monthly,Brno - mesto,south Moravia,387570,1,100.0,9897,140,0,0,0,1,1.6,1.96,18721.0,18696,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,24320,15,NA,45767,500
402,456,49,1993-01-21,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660.0,2123,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,63900,15,18.0,139482,700
403,458,7,1995-06-16,monthly,Melnik,central Bohemia,94725,6,63.4,9920,130,38,28,1,3,2.2,2.87,4289.0,4846,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,16200,15,NA,73613,1100
404,459,47,1993-01-21,monthly,Pardubice,east Bohemia,162580,6,72.8,9538,111,83,26,5,1,1.5,1.81,6079.0,5410,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,3500,200,NA,26500,1000
405,460,1,1994-04-18,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,7450,15,NA,48777,1100
406,461,30,1993-02-18,monthly,Sokolov,west Bohemia,94812,10,81.8,9650,100,15,13,8,2,3.3,3.67,2985.0,2804,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,9500,15,NA,76944,600
407,462,29,1993-11-10,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818.0,888,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,33920,15,NA,76411,400
408,463,51,1995-05-08,monthly,Trutnov,east Bohemia,121947,11,70.5,8541,131,37,28,7,3,2.5,2.97,3496.0,3839,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,48300,15,NA,118528,700
409,464,43,1997-05-28,monthly,Hradec Kralove,east Bohemia,161854,6,76.3,9425,125,73,21,6,1,1.7,2.5,4085.0,3891,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4800,15,NA,28720,600
410,465,32,1993-02-04,monthly,Ceska Lipa,north Bohemia,105058,10,81.0,9272,118,32,19,7,2,2.8,3.22,4340.0,4505,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,11700,15,NA,52628,700
411,466,71,1996-02-18,monthly,Novy Jicin,north Moravia,161227,10,69.7,8678,102,5,35,11,4,5.9,5.57,4980.0,4595,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5600,100,NA,62100,500
412,467,74,1993-09-24,monthly,Ostrava - mesto,north Moravia,323870,1,100.0,10673,100,0,0,0,1,4.7,5.44,18782.0,18347,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,14200,15,NA,45587,500
413,468,49,1996-03-19,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660.0,2123,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,23200,15,8.0,95806,400
414,469,72,1997-07-14,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672.0,9208,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,5300,15,NA,33872,600
415,470,64,1994-03-23,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484.0,4265,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,7800,15,NA,47968,600
416,471,47,1995-06-07,monthly,Pardubice,east Bohemia,162580,6,72.8,9538,111,83,26,5,1,1.5,1.81,6079.0,5410,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,12100,15,32.0,58992,1100
417,472,8,1996-10-11,monthly,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,127,95,19,7,1,1.2,1.44,5179.0,4987,1,0.0,5072.0,1997-04-28,196800.0,8200.0,24.0,D,True,True,78300,5,NA,130885,-2756
418,473,73,1996-10-20,monthly,Opava,north Moravia,182027,7,56.4,8746,90,17,49,12,2,3.3,3.74,4355.0,4433,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,12300,15,NA,47723,1100
419,474,61,1995-12-06,monthly,Trebic,south Moravia,117897,6,53.8,8814,107,139,28,5,1,4.7,5.74,2112.0,2059,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,8880,15,NA,35171,900
420,475,3,1997-05-11,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824.0,2813,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,5900,15,NA,23385,200
421,476,69,1997-04-11,monthly,Jesenik,north Moravia,42821,3,48.4,8173,124,4,13,5,1,NA,7.01,NA,1358,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4400,100,NA,24000,1000
422,477,1,1993-01-25,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,22300,15,NA,64306,1000
423,478,58,1994-07-16,monthly,Jihlava,south Moravia,109164,4,63.6,8757,96,98,16,6,1,3.3,3.95,2212.0,2471,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,36320,15,1.0,93238,400
424,479,1,1995-11-05,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6750,15,NA,19226,1100
425,480,23,1997-01-21,monthly,Cheb,west Bohemia,87419,9,85.5,8624,102,21,11,4,3,1.7,2.66,2879.0,3198,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,38560,15,NA,80464,500
426,481,72,1996-04-23,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672.0,9208,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5800,15,NA,60763,700
427,483,70,1997-07-15,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878.0,10108,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5500,15,NA,20745,1000
428,484,1,1995-01-20,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,13400,15,NA,43780,600
429,486,33,1995-11-21,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650.0,4859,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,28700,15,NA,105292,900
430,487,40,1995-11-14,monthly,Teplice,north Bohemia,128118,8,85.3,9317,97,9,16,6,3,6.4,7.07,6949.0,6872,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,74100,15,NA,129719,785
431,488,25,1996-06-20,monthly,Klatovy,west Bohemia,88757,10,61.7,8554,113,60,33,3,2,2.4,2.68,1822.0,2218,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,2700,200,NA,50700,1000
432,489,16,1993-05-17,monthly,Jindrichuv Hradec,south Bohemia,93931,8,56.9,8427,107,74,21,10,1,1.1,1.54,1874.0,1913,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,25100,15,51.0,56943,900
433,490,45,1995-05-23,monthly,Jicin,east Bohemia,77917,5,53.5,8390,132,85,19,6,1,2.2,2.89,2080.0,2122,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4700,15,NA,20057,500
434,491,44,1996-05-12,monthly,Chrudim,east Bohemia,105606,7,53.0,8254,97,77,26,7,2,2.7,3.76,2166.0,2325,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,18100,15,20.0,70094,600
435,492,5,1993-10-10,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616.0,3040,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,10600,15,NA,41383,-45
436,493,26,1994-04-05,monthly,Plzen - mesto,west Bohemia,170449,1,100.0,10787,131,0,0,0,1,2.6,3.09,6041.0,6261,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,25120,15,NA,77240,800
437,494,60,1993-03-11,monthly,Prostejov,south Moravia,110643,4,51.9,8441,115,49,41,4,1,3.4,4.48,1879.0,2252,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,54700,15,27.0,129674,400
438,496,69,1993-02-26,monthly,Jesenik,north Moravia,42821,3,48.4,8173,124,4,13,5,1,NA,7.01,NA,1358,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,15840,15,NA,43822,800
439,497,55,1993-04-15,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659.0,3894,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,46240,15,8.0,86567,1000
440,498,1,1993-11-21,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,54400,15,NA,122852,1000
441,500,56,1996-04-27,monthly,Breclav,south Moravia,124605,8,46.0,8772,126,11,42,14,1,4.6,4.98,2854.0,3158,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,62500,15,NA,177018,400
442,501,13,1995-10-21,monthly,Rakovnik,central Bohemia,53921,2,41.3,8598,123,61,22,1,1,2.7,3.26,1597.0,1875,1,0.0,5082.0,1996-10-24,262980.0,4383.0,60.0,C,True,False,57800,15,NA,151036,900
443,502,1,1997-10-13,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5000,15,NA,34976,600
444,503,1,1996-08-08,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,12500,15,6.0,62705,700
445,504,73,1993-04-21,monthly,Opava,north Moravia,182027,7,56.4,8746,90,17,49,12,2,3.3,3.74,4355.0,4433,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6300,15,NA,36945,1100
446,505,64,1996-12-16,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484.0,4265,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,2300,15,NA,20105,300
447,506,67,1996-07-08,monthly,Bruntal,north Moravia,106054,6,63.1,8110,109,38,25,6,2,5.7,6.55,3244.0,3079,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,29900,15,68.0,78626,400
448,507,52,1996-06-17,monthly,Usti nad Orlici,east Bohemia,139012,10,61.9,8363,108,59,41,8,3,2.5,3.49,2564.0,2799,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,11300,15,NA,34828,-17036
449,508,74,1996-11-19,monthly,Ostrava - mesto,north Moravia,323870,1,100.0,10673,100,0,0,0,1,4.7,5.44,18782.0,18347,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,7650,15,NA,38801,600
450,509,36,1997-08-14,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796.0,6132,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,18900,15,NA,58161,500
451,511,14,1996-11-10,monthly,Ceske Budejovice,south Bohemia,177686,9,74.8,10045,135,69,27,10,1,1.4,1.71,6604.0,6295,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,58400,15,NA,119767,400
452,512,68,1997-01-14,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4.0,4.72,5623.0,5887,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,26800,15,3.0,76764,800
453,513,58,1996-11-21,monthly,Jihlava,south Moravia,109164,4,63.6,8757,96,98,16,6,1,3.3,3.95,2212.0,2471,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,23900,15,NA,84949,400
454,514,70,1996-03-30,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878.0,10108,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,13600,15,NA,48213,900
455,515,57,1995-02-09,monthly,Hodonin,south Moravia,161954,8,48.0,8720,116,21,37,20,3,3.7,4.5,3729.0,3651,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6000,15,NA,20894,200
456,516,6,1996-02-08,monthly,Kutna Hora,central Bohemia,77963,4,51.5,8546,126,60,23,4,2,2.9,4.02,2640.0,3120,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,6800,15,NA,44045,500
457,517,76,1993-09-22,monthly,Sumperk,north Moravia,127369,7,51.2,8369,107,31,32,13,2,4.7,5.88,3736.0,2807,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,44640,15,NA,97296,1100
458,518,74,1994-09-09,monthly,Ostrava - mesto,north Moravia,323870,1,100.0,10673,100,0,0,0,1,4.7,5.44,18782.0,18347,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,8400,15,NA,31061,200
